source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
81,179,84989531,187670326,101632061,20,32697,31688,0.0006311537490532694,0,mixed,list
82,179,86038265,187670326,100582685,19,32616,31688,0.0005995960616006059,0,mixed,list
83,179,87087641,187670326,99533726,23,32689,31688,0.0007258268114112597,0,mixed,list
84,179,88136600,187670326,98485465,14,32400,31688,0.0004418076243372886,0,mixed,list
85,179,89184861,187670326,97435126,20,32681,31688,0.0006311537490532694,0,mixed,list
86,179,90235200,187670326,96386208,20,32648,31688,0.0006311537490532694,0,mixed,list
87,179,91284118,187670326,95335752,16,32697,31688,0.0005049229992426155,0,template,list
88,179,92334574,187670326,94290762,21,32508,31688,0.0006627114365059328,0,template,list
89,179,93379564,187670326,93242320,28,32647,31688,0.0008836152486745772,0,mixed,list
90,179,94428006,187670326,92194804,21,32607,31688,0.0006627114365059328,0,mixed,list
91,179,95475522,187670326,91147021,23,32632,31688,0.0007258268114112597,0,mixed,list
92,179,96523305,187670326,90098312,28,32487,31688,0.0008836152486745772,0,mixed,list
93,179,97572014,187670326,89050590,27,32586,31688,0.0008520575612219137,0,mixed,list
94,179,98619736,187670326,88003195,24,32628,31688,0.0007573844988639232,0,mixed,list
95,179,99667131,187670326,86954694,23,32594,31688,0.0007258268114112597,0,mixed,list
96,179,100715632,187670326,85907830,21,32542,31688,0.0006627114365059328,0,mixed,list
97,179,101762496,187670326,84860743,27,32148,31688,0.0008520575612219137,0,mixed,list
98,179,102809583,187670326,83808285,24,32737,31688,0.0007573844988639232,0,mixed,list
99,179,103862041,187670326,82759819,21,32403,31688,0.0006627114365059328,0,url,list
100,179,104910507,187670326,81707274,21,32800,31688,0.0006627114365059328,0,url,list
101,179,105963052,187670326,80664100,20,32505,31688,0.0006311537490532694,0,url,list
102,179,107006226,187670326,79616213,22,32685,31688,0.0006942691239585963,0,url,list
103,179,108054113,187670326,78561168,17,32869,31688,0.000536480686695279,0,url,list
104,179,109109158,187670326,77512168,22,32632,31688,0.0006942691239585963,0,mixed,list
105,179,110158158,187670326,76462244,25,32342,31688,0.0007889421863165867,0,mixed,list
106,179,111208082,187670326,75414183,19,32653,31688,0.0005995960616006059,0,mixed,list
107,179,112256143,187670326,74366747,27,32625,31688,0.0008520575612219137,0,url,list
108,179,113303579,187670326,73314617,19,32761,31688,0.0005995960616006059,0,url,list
109,179,114355709,187670326,72272021,19,32481,31688,0.0005995960616006059,0,url,list
110,179,115398305,187670326,71224163,19,32668,31688,0.0005995960616006059,0,url,list
111,179,116446163,187670326,70179909,20,32507,31688,0.0006311537490532694,0,url,list
112,179,117490417,187670326,69131766,26,32683,31688,0.0008204998737692502,0,url,list
113,179,118538560,187670326,68090372,30,32430,31688,0.0009467306235799041,0,url,list
114,179,119579954,187670326,67042162,22,32671,31688,0.0006942691239585963,0,url,list
115,179,120628164,187670326,65994317,33,32113,31688,0.0010414036859378944,1,list,list
116,179,121676009,187670326,64945980,24,32605,31688,0.0007573844988639232,0,mixed,list
117,179,122724346,187670326,63906134,22,32403,31688,0.0006942691239585963,0,url,list
118,179,123764192,187670326,62858733,18,32263,31688,0.0005680383741479424,0,url,list
119,179,124811593,187670326,61810664,23,32562,31688,0.0007258268114112597,0,mixed,list
120,179,125859662,187670326,60763377,16,32611,31688,0.0005049229992426155,0,mixed,list
121,179,126906949,187670326,59714250,23,32476,31688,0.0007258268114112597,0,mixed,list
122,179,127956076,187670326,58669789,17,32554,31688,0.000536480686695279,0,mixed,list
123,179,129000537,187670326,57626852,10,32536,31688,0.0003155768745266347,0,mixed,list
124,179,130043474,187670326,56574287,19,32815,31688,0.0005995960616006059,0,url,list
125,179,131096039,187670326,55526937,20,32681,31688,0.0006311537490532694,0,mixed,list
126,179,132143389,187670326,54474128,24,32733,31688,0.0007573844988639232,0,mixed,list
127,179,133196198,187670326,53426069,18,32647,31688,0.0005680383741479424,0,mixed,list
128,179,134244257,187670326,52372267,12,32806,31688,0.0003786922494319616,0,mixed,list
129,179,135298059,187670326,51318325,19,32693,31688,0.0005995960616006059,0,mixed,list
130,179,136352001,187670326,50268038,15,32755,31688,0.00047336531178995204,1,list,list
131,179,137402288,187670326,49220950,12,32672,31688,0.0003786922494319616,1,list,list
132,179,138449376,187670326,48181198,14,32401,31688,0.0004418076243372886,1,list,list
133,179,139489128,187670326,47130559,15,32792,31688,0.00047336531178995204,0,mixed,list
134,179,140539767,187670326,46082325,17,32734,31688,0.000536480686695279,0,mixed,list
135,179,141588001,187670326,45034384,16,32696,31688,0.0005049229992426155,1,list,list
136,179,142635942,187670326,43985701,26,32710,31688,0.0008204998737692502,0,mixed,list
137,179,143684625,187670326,42925857,27,32953,31688,0.0008520575612219137,1,list,list
138,179,144744469,187670326,41878000,24,32686,31688,0.0007573844988639232,1,list,list
139,179,145792326,187670326,40828287,23,32711,31688,0.0007258268114112597,1,list,list
140,179,146842039,187670326,39783337,15,32353,31688,0.00047336531178995204,1,list,list
141,179,147886989,187670326,38736404,22,32668,31688,0.0006942691239585963,0,mixed,list
142,179,148933922,187670326,37685276,21,32775,31688,0.0006627114365059328,0,url,list
143,179,149985050,187670326,36640375,23,32568,31688,0.0007258268114112597,1,list,list
144,179,151029951,187670326,35599759,24,31756,31688,0.0007573844988639232,1,list,list
145,179,152070567,187670326,34551617,17,32695,31688,0.000536480686695279,1,list,list
146,179,153118709,187670326,33504676,21,32668,31688,0.0006627114365059328,1,list,list
147,179,154165650,187670326,32455510,23,32686,31688,0.0007258268114112597,1,list,list
148,179,155214816,187670326,31406932,28,32695,31688,0.0008836152486745772,1,list,list
149,179,156263394,187670326,30356283,29,32737,31688,0.0009151729361272406,1,list,list
150,179,157314043,187670326,29309885,23,32567,31688,0.0007258268114112597,1,list,list
151,179,158360441,187670326,28261339,27,32470,31688,0.0008520575612219137,1,list,list
152,179,159408987,187670326,27213136,26,32653,31688,0.0008204998737692502,1,list,list
153,179,160457190,187670326,26163693,28,32690,31688,0.0008836152486745772,1,list,list
154,179,161506633,187670326,25116420,28,32621,31688,0.0008836152486745772,1,list,list
155,179,162553906,187670326,24069142,28,32424,31688,0.0008836152486745772,1,list,list
156,179,163601184,187670326,23024333,29,32267,31688,0.0009151729361272406,1,list,list
157,179,164645993,187670326,21977969,24,32579,31688,0.0007573844988639232,1,list,list
158,179,165692357,187670326,20929315,19,32680,31688,0.0005995960616006059,1,list,list
159,179,166741011,187670326,19877676,20,32670,31688,0.0006311537490532694,1,list,list
160,179,167792650,187670326,18831489,17,32548,31688,0.000536480686695279,1,list,list
161,179,168838837,187670326,17787614,23,32549,31688,0.0007258268114112597,1,list,list
162,179,169882712,187670326,16739539,21,32680,31688,0.0006627114365059328,1,list,list
163,179,170930787,187670326,15694680,29,32582,31688,0.0009151729361272406,1,list,list
164,179,171975646,187670326,14645150,25,32484,31688,0.0007889421863165867,0,mixed,list
165,179,173025176,187670326,13596502,26,32696,31688,0.0008204998737692502,1,list,list
166,179,174073824,187670326,12559030,25,32339,31688,0.0007889421863165867,1,list,list
167,179,175111296,187670326,11506378,21,32823,31688,0.0006627114365059328,1,list,list
168,179,176163948,187670326,10475654,28,32146,31688,0.0008836152486745772,0,mixed,list
169,179,177194672,187670326,9426576,27,32706,31688,0.0008520575612219137,1,list,list
170,179,178243750,187670326,8374398,29,32802,31688,0.0009151729361272406,1,list,list
171,179,179295928,187670326,7327074,48,32490,31688,0.0015147689977278464,1,list,list
172,179,180343252,187670326,6284253,40,32510,31688,0.0012623074981065387,1,list,list
173,179,181386073,187670326,5232016,42,32811,31688,0.0013254228730118656,1,list,list
174,179,182438310,187670326,4183596,91,32385,31688,0.002871749558192376,1,list,list
175,179,183486730,187670326,3137537,21,32567,31688,0.0006627114365059328,1,list,list
176,179,184532789,187670326,2094990,17,32513,31688,0.000536480686695279,1,list,list
177,179,185575336,187670326,1049227,33,32607,31688,0.0010414036859378944,1,list,list
178,179,186621099,187670326,0,26,32642,31688,0.0008204998737692502,0,mixed,list
0,180,0,188710030,187661811,11,25701,32553,0.0004279989105482277,0,list,mixed
1,180,1048219,188710030,186612122,8,29893,32553,0.00026762118221657246,0,list,mixed
2,180,2097908,188710030,185563362,16,30366,32553,0.0005269050912204439,0,list,mixed
3,180,3146668,188710030,184514516,10,32164,32553,0.00031090660365626165,0,list,mixed
4,180,4195514,188710030,183466555,19,31507,32553,0.0006030405941536801,1,mixed,mixed
5,180,5243475,188710030,182418230,20,28307,32553,0.0007065390186173032,1,mixed,mixed
6,180,6291800,188710030,181367675,27,30984,32553,0.0008714175058094501,0,list,mixed
7,180,7342355,188710030,180317495,20,32458,32553,0.000616180910715386,0,list,mixed
8,180,8392535,188710030,179262770,21,32538,32553,0.0006453992255209294,0,list,mixed
9,180,9447260,188710030,178215992,23,32499,32553,0.0007077140835102619,1,mixed,mixed
10,180,10494038,188710030,177166976,33,32588,32553,0.0010137314533222744,0,list,mixed
11,180,11543054,188710030,176119010,22,32645,32553,0.0006758209688815163,0,list,mixed
12,180,12591020,188710030,175068428,28,32471,32553,0.000862307905515691,0,list,mixed
13,180,13641602,188710030,174010815,19,32973,32553,0.0005836635640340368,0,list,mixed
14,180,14699215,188710030,172960540,19,32645,32553,0.0005836635640340368,0,list,mixed
15,180,15749490,188710030,171912171,23,32371,32553,0.000710512495752371,0,list,mixed
16,180,16797859,188710030,170865382,18,32631,32553,0.000552944429084877,0,list,mixed
17,180,17844648,188710030,169814359,15,32764,32553,0.00046078702423739745,0,list,mixed
18,180,18895671,188710030,168766635,25,32683,32553,0.0007679783737289958,0,list,mixed
19,180,19943395,188710030,167719156,27,32642,32553,0.0008294166436273154,0,list,mixed
20,180,20990874,188710030,166670239,22,32522,32553,0.0006764651620441547,0,list,mixed
21,180,22039791,188710030,165615502,15,32288,32553,0.0004645688800792864,0,list,mixed
22,180,23094528,188710030,164570819,28,32507,32553,0.0008613529393669056,0,list,mixed
23,180,24139211,188710030,163516585,21,32788,32553,0.0006451018339323565,0,list,mixed
24,180,25193445,188710030,162467804,19,32661,32553,0.0005836635640340368,0,list,mixed
25,180,26242226,188710030,161420305,30,32567,32553,0.0009215740484747949,1,mixed,mixed
26,180,27289725,188710030,160370640,36,32665,32553,0.001105888858169754,0,list,mixed
27,180,28339390,188710030,159327267,26,32520,32553,0.0007995079950799508,0,list,mixed
28,180,29382763,188710030,158279295,21,32623,32553,0.0006451018339323565,0,list,mixed
29,180,30430735,188710030,157225147,23,32745,32553,0.0007065401038306761,1,mixed,mixed
30,180,31484883,188710030,156179001,27,32557,32553,0.0008294166436273154,0,url,mixed
31,180,32531029,188710030,155128625,16,32765,32553,0.0004915061591865573,0,url,mixed
32,180,33581405,188710030,154072836,18,32887,32553,0.000552944429084877,0,list,mixed
33,180,34637194,188710030,153027440,31,32592,32553,0.0009522931834239547,0,list,mixed
34,180,35682590,188710030,151974507,31,32809,32553,0.0009522931834239547,1,mixed,mixed
35,180,36735523,188710030,150924354,21,32634,32553,0.0006451018339323565,0,list,mixed
36,180,37785676,188710030,149870626,25,32454,32553,0.0007703210698219018,0,url,mixed
37,180,38839404,188710030,148822934,19,32369,32553,0.0005869813710649077,1,mixed,mixed
38,180,39887096,188710030,147772839,22,31642,32553,0.0006952784274066114,0,list,mixed
39,180,40937191,188710030,146723629,19,32262,32553,0.0005889281507656066,0,url,mixed
40,180,41986401,188710030,145675457,23,32391,32553,0.0007100737859281899,1,mixed,mixed
41,180,43034573,188710030,144627711,21,32164,32553,0.0006529038676781495,1,mixed,mixed
42,180,44082319,188710030,143579914,21,32071,32553,0.0006547971687817654,0,list,mixed
43,180,45130116,188710030,142533695,20,32242,32553,0.0006203089138390918,0,list,mixed
44,180,46176335,188710030,141481832,17,32462,32553,0.0005236892366459245,0,url,mixed
45,180,47228198,188710030,140433223,28,32675,32553,0.0008601357785764753,0,url,mixed
46,180,48276807,188710030,139383432,24,32716,32553,0.000737259238779836,1,mixed,mixed
47,180,49326598,188710030,138334914,32,32645,32553,0.0009830123183731147,1,mixed,mixed
48,180,50375116,188710030,137280485,19,32881,32553,0.0005836635640340368,0,url,mixed
49,180,51429545,188710030,136231866,22,32505,32553,0.0006768189509306261,0,url,mixed
50,180,52478164,188710030,135183202,19,32613,32553,0.0005836635640340368,1,mixed,mixed
51,180,53526828,188710030,134135371,23,32575,32553,0.0007065401038306761,0,url,mixed
52,180,54574659,188710030,133086963,26,32638,32553,0.0007986975086781556,1,mixed,mixed
53,180,55623067,188710030,132036141,23,32566,32553,0.0007065401038306761,1,mixed,mixed
54,180,56673889,188710030,130986982,20,32626,32553,0.0006143826989831966,1,mixed,mixed
55,180,57723048,188710030,129937786,20,32658,32553,0.0006143826989831966,1,mixed,mixed
56,180,58772244,188710030,128893033,20,32479,32553,0.0006157825056190153,0,url,mixed
57,180,59816997,188710030,127845447,21,32663,32553,0.0006451018339323565,1,mixed,mixed
58,180,60864583,188710030,126799922,22,32603,32553,0.0006758209688815163,0,url,mixed
59,180,61910108,188710030,125748143,22,32702,32553,0.0006758209688815163,1,mixed,mixed
60,180,62961887,188710030,124696087,22,32635,32553,0.0006758209688815163,0,url,mixed
61,180,64013943,188710030,123646091,20,32735,32553,0.0006143826989831966,1,mixed,mixed
62,180,65063939,188710030,122596760,15,31714,32553,0.0004729772340291354,1,mixed,mixed
63,180,66113270,188710030,121547835,24,32662,32553,0.000737259238779836,1,mixed,mixed
64,180,67162195,188710030,120499034,25,32586,32553,0.0007679783737289958,1,mixed,mixed
65,180,68210996,188710030,119449740,15,32476,32553,0.00046187954181549454,1,mixed,mixed
66,180,69260290,188710030,118401109,23,32507,32553,0.0007075399144799582,1,mixed,mixed
67,180,70308921,188710030,117350940,20,32673,32553,0.0006143826989831966,1,mixed,mixed
68,180,71359090,188710030,116296850,20,32757,32553,0.0006143826989831966,1,mixed,mixed
69,180,72413180,188710030,115248020,23,32651,32553,0.0007065401038306761,0,url,mixed
70,180,73462010,188710030,114204914,24,32495,32553,0.0007385751654100631,1,mixed,mixed
71,180,74505116,188710030,113159169,23,32603,32553,0.0007065401038306761,1,mixed,mixed
72,180,75550861,188710030,112109885,18,32724,32553,0.000552944429084877,1,mixed,mixed
73,180,76600145,188710030,111060481,16,32731,32553,0.0004915061591865573,1,mixed,mixed
74,180,77649549,188710030,110011080,19,32724,32553,0.0005836635640340368,0,url,mixed
75,180,78698950,188710030,108960921,26,32717,32553,0.0007986975086781556,1,mixed,mixed
76,180,79749109,188710030,107912950,16,32689,32553,0.0004915061591865573,1,mixed,mixed
77,180,80797080,188710030,106863972,24,32568,32553,0.000737259238779836,1,mixed,mixed
78,180,81846058,188710030,105814345,20,32493,32553,0.0006155171883174838,1,mixed,mixed
79,180,82895685,188710030,104765510,21,31974,32553,0.0006567836367048226,0,list,mixed
80,180,83944520,188710030,103720499,21,32592,32553,0.0006451018339323565,1,mixed,mixed
81,180,84989531,188710030,102671765,15,32697,32553,0.00046078702423739745,1,mixed,mixed
82,180,86038265,188710030,101622389,19,32616,32553,0.0005836635640340368,1,mixed,mixed
83,180,87087641,188710030,100573430,26,32689,32553,0.0007986975086781556,1,mixed,mixed
84,180,88136600,188710030,99525169,13,32400,32553,0.00040123456790123454,1,mixed,mixed
85,180,89184861,188710030,98474830,15,32681,32553,0.00046078702423739745,1,mixed,mixed
86,180,90235200,188710030,97425912,15,32648,32553,0.00046078702423739745,1,mixed,mixed
87,180,91284118,188710030,96375456,16,32697,32553,0.0004915061591865573,0,template,mixed
88,180,92334574,188710030,95330466,15,32508,32553,0.0004614248800295312,0,template,mixed
89,180,93379564,188710030,94282024,22,32647,32553,0.0006758209688815163,1,mixed,mixed
90,180,94428006,188710030,93234508,24,32607,32553,0.000737259238779836,1,mixed,mixed
91,180,95475522,188710030,92186725,18,32632,32553,0.000552944429084877,1,mixed,mixed
